"month","year","state","total_laid_off"
"April",1999,"Alabama",827
"April",1999,"Kansas",349
"April",2000,"Alabama",304
"April",2001,"Alabama",562
"April",2001,"Oklahoma",73
"April",2002,"Alabama",606
"April",2002,"Kansas",972
"April",2002,"Oklahoma",331
"April",2003,"Alabama",462
"April",2003,"Kansas",1385
"April",2003,"Oklahoma",141
"April",2004,"Alabama",631
"April",2004,"Kansas",462
"April",2004,"New Jersey",732
"April",2004,"Oklahoma",1061
"April",2004,"Vermont",25
"April",2004,"Washington",456
"April",2005,"Alabama",80
"April",2005,"Kansas",386
"April",2005,"New Jersey",NA
"April",2005,"Oklahoma",500
"April",2005,"Washington",901
"April",2006,"Alaska",102
"April",2006,"Kansas",771
"April",2006,"New Jersey",1139
"April",2006,"Oklahoma",1665
"April",2006,"Washington",255
"April",2007,"Alabama",632
"April",2007,"Kansas",120
"April",2007,"New Jersey",405
"April",2007,"New York",1340
"April",2007,"Oklahoma",320
"April",2007,"Washington",482
"April",2008,"Alabama",450
"April",2008,"Kansas",500
"April",2008,"New Jersey",2577
"April",2008,"New York",NA
"April",2008,"Oklahoma",70
"April",2008,"Vermont",270
"April",2008,"Washington",177
"April",2009,"Alabama",671
"April",2009,"Indiana",NA
"April",2009,"Kansas",1939
"April",2009,"New Jersey",234
"April",2009,"New York",NA
"April",2009,"Oklahoma",163
"April",2009,"Rhode Island",226
"April",2009,"Vermont",42
"April",2009,"Washington",752
"April",2010,"Alabama",27
"April",2010,"Arizona",953
"April",2010,"Delaware",150
"April",2010,"Indiana",675
"April",2010,"Kansas",256
"April",2010,"Maryland",351
"April",2010,"New Jersey",281
"April",2010,"New York",NA
"April",2010,"Oklahoma",125
"April",2010,"Utah",50
"April",2010,"Washington",125
"April",2011,"Alabama",172
"April",2011,"Arizona",112
"April",2011,"Idaho",522
"April",2011,"Indiana",76
"April",2011,"Kansas",375
"April",2011,"Maryland",287
"April",2011,"New Jersey",1186
"April",2011,"New York",2826
"April",2011,"Oklahoma",130
"April",2011,"Rhode Island",98
"April",2011,"Texas",1829
"April",2011,"Virginia",268
"April",2011,"Washington",384
"April",2012,"Alabama",322
"April",2012,"Arizona",136
"April",2012,"Indiana",625
"April",2012,"Kansas",393
"April",2012,"Maryland",915
"April",2012,"New Jersey",2802
"April",2012,"New York",1841
"April",2012,"Oklahoma",179
"April",2012,"Oregon",86
"April",2012,"Rhode Island",150
"April",2012,"Texas",1496
"April",2012,"Virginia",973
"April",2012,"Washington",338
"April",2013,"Alabama",635
"April",2013,"Arizona",150
"April",2013,"Indiana",NA
"April",2013,"Kansas",155
"April",2013,"Maine",270
"April",2013,"Maryland",NA
"April",2013,"New Jersey",961
"April",2013,"New York",3779
"April",2013,"Oklahoma",446
"April",2013,"Oregon",1802
"April",2013,"South Dakota",43
"April",2013,"Texas",536
"April",2013,"Utah",175
"April",2013,"Virginia",666
"April",2013,"Washington",1160
"April",2014,"Alabama",1750
"April",2014,"Arizona",1056
"April",2014,"Idaho",605
"April",2014,"Indiana",345
"April",2014,"Kansas",727
"April",2014,"Maryland",150
"April",2014,"New Jersey",2026
"April",2014,"New York",5228
"April",2014,"Oklahoma",331
"April",2014,"Oregon",84
"April",2014,"Texas",1370
"April",2014,"Utah",114
"April",2014,"Virginia",426
"April",2014,"Washington",203
"April",2015,"Arizona",1912
"April",2015,"California",4607
"April",2015,"Colorado",426
"April",2015,"Connecticut",34
"April",2015,"Indiana",393
"April",2015,"Kansas",415
"April",2015,"Maryland",280
"April",2015,"New Jersey",3388
"April",2015,"New York",6296
"April",2015,"Oklahoma",80
"April",2015,"Oregon",68
"April",2015,"Texas",5171
"April",2015,"Utah",655
"April",2015,"Virginia",411
"April",2015,"Washington",616
"April",2015,"Washington, D.C.",66
"April",2016,"Alabama",270
"April",2016,"Arizona",560
"April",2016,"California",5210
"April",2016,"Colorado",317
"April",2016,"Connecticut",315
"April",2016,"Florida",779
"April",2016,"Idaho",76
"April",2016,"Indiana",166
"April",2016,"Iowa",330
"April",2016,"Kansas",291
"April",2016,"Maryland",413
"April",2016,"Michigan",1304
"April",2016,"Missouri",652
"April",2016,"New Jersey",475
"April",2016,"New Mexico",139
"April",2016,"New York",3498
"April",2016,"North Dakota",11
"April",2016,"Oklahoma",100
"April",2016,"Oregon",834
"April",2016,"Rhode Island",154
"April",2016,"Texas",3801
"April",2016,"Virginia",221
"April",2016,"Washington",554
"April",2016,"Washington, D.C.",163
"April",2016,"West Virginia",17
"April",2016,"Wisconsin",860
"April",2017,"Alabama",143
"April",2017,"Alaska",149
"April",2017,"Arizona",135
"April",2017,"California",4764
"April",2017,"Connecticut",200
"April",2017,"Delaware",215
"April",2017,"Florida",1648
"April",2017,"Idaho",87
"April",2017,"Indiana",938
"April",2017,"Iowa",586
"April",2017,"Kentucky",518
"April",2017,"Maine",18
"April",2017,"Michigan",656
"April",2017,"Missouri",8
"April",2017,"Nebraska",NA
"April",2017,"Nevada",327
"April",2017,"New Jersey",603
"April",2017,"New York",1605
"April",2017,"Oklahoma",338
"April",2017,"Oregon",307
"April",2017,"Texas",1041
"April",2017,"Utah",69
"April",2017,"Virginia",602
"April",2017,"Washington",127
"April",2017,"West Virginia",9
"April",2017,"Wisconsin",853
"April",2018,"Alabama",214
"April",2018,"Arizona",625
"April",2018,"California",6108
"April",2018,"Connecticut",NA
"April",2018,"Florida",111
"April",2018,"Indiana",218
"April",2018,"Iowa",1136
"April",2018,"Kansas",160
"April",2018,"Maryland",60
"April",2018,"Michigan",1824
"April",2018,"Missouri",634
"April",2018,"Montana",1
"April",2018,"Nebraska",148
"April",2018,"Nevada",62
"April",2018,"New Jersey",901
"April",2018,"New Mexico",396
"April",2018,"New York",3955
"April",2018,"North Carolina",388
"April",2018,"Texas",2268
"April",2018,"Utah",308
"April",2018,"Virginia",69
"April",2018,"Washington",345
"April",2018,"West Virginia",9
"April",2018,"Wisconsin",2541
"April",2019,"Alabama",359
"April",2019,"Arizona",1064
"April",2019,"California",7302
"April",2019,"Colorado",426
"April",2019,"Connecticut",93
"April",2019,"Florida",1070
"April",2019,"Iowa",52
"April",2019,"Kentucky",230
"April",2019,"Maryland",NA
"April",2019,"Michigan",787
"April",2019,"Minnesota",NA
"April",2019,"Missouri",5
"April",2019,"Nebraska",NA
"April",2019,"Nevada",206
"April",2019,"New Jersey",344
"April",2019,"New Mexico",585
"April",2019,"New York",NA
"April",2019,"North Carolina",1322
"April",2019,"Oklahoma",336
"April",2019,"Oregon",210
"April",2019,"Texas",1928
"April",2019,"Virginia",955
"April",2019,"Washington",128
"April",2019,"West Virginia",896
"April",2019,"Wisconsin",1065
"April",2020,"Alabama",463
"April",2020,"Alaska",916
"April",2020,"Arizona",NA
"April",2020,"California",NA
"April",2020,"Colorado",NA
"April",2020,"Connecticut",NA
"April",2020,"Delaware",460
"April",2020,"Florida",38779
"April",2020,"Idaho",1379
"April",2020,"Illinois",8792
"April",2020,"Indiana",NA
"April",2020,"Iowa",396
"April",2020,"Kansas",1620
"April",2020,"Kentucky",NA
"April",2020,"Louisiana",NA
"April",2020,"Maine",605
"April",2020,"Maryland",NA
"April",2020,"Massachusetts",NA
"April",2020,"Michigan",14317
"April",2020,"Minnesota",NA
"April",2020,"Missouri",9799
"April",2020,"Montana",237
"April",2020,"Nebraska",96
"April",2020,"Nevada",NA
"April",2020,"New Jersey",5735
"April",2020,"New Mexico",1420
"April",2020,"New York",NA
"April",2020,"North Carolina",8816
"April",2020,"North Dakota",314
"April",2020,"Ohio",16239
"April",2020,"Oklahoma",2841
"April",2020,"Oregon",5527
"April",2020,"Rhode Island",388
"April",2020,"South Carolina",NA
"April",2020,"South Dakota",478
"April",2020,"Texas",23674
"April",2020,"Utah",2422
"April",2020,"Vermont",115
"April",2020,"Virginia",7011
"April",2020,"Washington",NA
"April",2020,"Washington, D.C.",304
"April",2020,"West Virginia",3742
"April",2020,"Wisconsin",15085
"April",2021,"Alaska",244
"April",2021,"California",3719
"April",2021,"Colorado",258
"April",2021,"Connecticut",NA
"April",2021,"Delaware",62
"April",2021,"Florida",2023
"April",2021,"Idaho",302
"April",2021,"Illinois",776
"April",2021,"Indiana",190
"April",2021,"Iowa",338
"April",2021,"Kansas",206
"April",2021,"Kentucky",123
"April",2021,"Maryland",441
"April",2021,"Massachusetts",75
"April",2021,"Michigan",6
"April",2021,"Minnesota",334
"April",2021,"Missouri",751
"April",2021,"Nevada",9
"April",2021,"New Jersey",883
"April",2021,"North Carolina",375
"April",2021,"Ohio",63
"April",2021,"Oklahoma",564
"April",2021,"Oregon",330
"April",2021,"South Carolina",336
"April",2021,"Texas",1629
"April",2021,"Utah",73
"April",2021,"Vermont",247
"April",2021,"Virginia",668
"April",2021,"Washington",1326
"April",2021,"Wisconsin",123
"April",2022,"Alabama",219
"April",2022,"California",2665
"April",2022,"Colorado",9
"April",2022,"Connecticut",100
"April",2022,"Florida",1791
"April",2022,"Illinois",816
"April",2022,"Indiana",NA
"April",2022,"Iowa",513
"April",2022,"Kentucky",150
"April",2022,"Louisiana",131
"April",2022,"Maryland",140
"April",2022,"Massachusetts",780
"April",2022,"Michigan",542
"April",2022,"Minnesota",199
"April",2022,"Missouri",181
"April",2022,"Nevada",301
"April",2022,"New Mexico",128
"April",2022,"North Carolina",314
"April",2022,"Ohio",1574
"April",2022,"Oklahoma",238
"April",2022,"South Carolina",392
"April",2022,"Texas",202
"April",2022,"Utah",504
"April",2022,"Virginia",566
"April",2022,"Washington",497
"April",2022,"Wisconsin",57
"August",1998,"Alabama",949
"August",1998,"Kansas",80
"August",1999,"Alabama",939
"August",2000,"Alabama",2182
"August",2001,"Alabama",1208
"August",2001,"Kansas",247
"August",2002,"Alabama",663
"August",2002,"Kansas",908
"August",2002,"Oklahoma",60
"August",2003,"Alabama",824
"August",2003,"Kansas",572
"August",2003,"Oklahoma",246
"August",2004,"Alabama",1092
"August",2004,"Kansas",297
"August",2004,"New Jersey",926
"August",2004,"Oklahoma",70
"August",2004,"Vermont",257
"August",2004,"Washington",289
"August",2005,"Alabama",336
"August",2005,"Kansas",390
"August",2005,"New Jersey",1433
"August",2005,"Washington",346
"August",2006,"Alabama",327
"August",2006,"Kansas",720
"August",2006,"New Jersey",260
"August",2006,"New York",1087
"August",2006,"Washington",745
"August",2007,"Alabama",526
"August",2007,"Kansas",67
"August",2007,"New Jersey",901
"August",2007,"New York",2389
"August",2007,"Washington",913
"August",2008,"Indiana",1607
"August",2008,"Kansas",711
"August",2008,"New Jersey",944
"August",2008,"New York",957
"August",2008,"Washington",1324
"August",2009,"Alabama",2365
"August",2009,"Delaware",65
"August",2009,"Idaho",205
"August",2009,"Indiana",196
"August",2009,"Kansas",680
"August",2009,"New Jersey",945
"August",2009,"New York",NA
"August",2009,"Oklahoma",829
"August",2009,"Rhode Island",16
"August",2009,"South Dakota",83
"August",2009,"Utah",451
"August",2009,"Washington",585
"August",2010,"Alabama",846
"August",2010,"Arizona",802
"August",2010,"Indiana",613
"August",2010,"Kansas",32
"August",2010,"Maryland",NA
"August",2010,"New Jersey",1412
"August",2010,"New York",2235
"August",2010,"Oklahoma",344
"August",2010,"Rhode Island",89
"August",2010,"Utah",31
"August",2010,"Virginia",566
"August",2010,"Washington",121
"August",2011,"Alabama",701
"August",2011,"Arizona",NA
"August",2011,"Indiana",253
"August",2011,"Kansas",106
"August",2011,"Maryland",NA
"August",2011,"New Jersey",412
"August",2011,"New York",1980
"August",2011,"Oklahoma",243
"August",2011,"Rhode Island",107
"August",2011,"Texas",1084
"August",2011,"Utah",77
"August",2011,"Vermont",78
"August",2011,"Virginia",744
"August",2011,"Washington",637
"August",2012,"Alabama",119
"August",2012,"Arizona",44
"August",2012,"Indiana",121
"August",2012,"Kansas",50
"August",2012,"Maryland",350
"August",2012,"New Jersey",451
"August",2012,"New York",742
"August",2012,"Oklahoma",247
"August",2012,"South Dakota",180
"August",2012,"Texas",1177
"August",2012,"Virginia",836
"August",2012,"Washington",867
"August",2012,"Washington, D.C.",143
"August",2013,"Alabama",1010
"August",2013,"Arizona",339
"August",2013,"Indiana",119
"August",2013,"Kansas",127
"August",2013,"New Jersey",147
"August",2013,"New York",3673
"August",2013,"Oklahoma",717
"August",2013,"Oregon",202
"August",2013,"Rhode Island",66
"August",2013,"Texas",1238
"August",2013,"Utah",65
"August",2013,"Virginia",50
"August",2013,"Washington",6
"August",2013,"Washington, D.C.",73
"August",2014,"Alabama",108
"August",2014,"Arizona",406
"August",2014,"California",6549
"August",2014,"Indiana",1084
"August",2014,"Kansas",146
"August",2014,"Maryland",NA
"August",2014,"New Jersey",549
"August",2014,"New York",1395
"August",2014,"Oregon",67
"August",2014,"Texas",1741
"August",2014,"Utah",167
"August",2014,"Virginia",272
"August",2014,"Washington",605
"August",2015,"Alabama",118
"August",2015,"Arizona",1298
"August",2015,"California",5890
"August",2015,"Colorado",NA
"August",2015,"Connecticut",630
"August",2015,"Delaware",203
"August",2015,"Kansas",12
"August",2015,"Maryland",229
"August",2015,"Missouri",214
"August",2015,"New Jersey",10609
"August",2015,"New York",NA
"August",2015,"North Dakota",112
"August",2015,"Oregon",331
"August",2015,"Texas",1731
"August",2015,"Utah",540
"August",2015,"Vermont",228
"August",2015,"Virginia",1174
"August",2015,"Washington",442
"August",2015,"Washington, D.C.",72
"August",2016,"Alabama",406
"August",2016,"Arizona",344
"August",2016,"California",5215
"August",2016,"Colorado",523
"August",2016,"Connecticut",645
"August",2016,"Florida",392
"August",2016,"Idaho",172
"August",2016,"Indiana",708
"August",2016,"Iowa",625
"August",2016,"Kansas",196
"August",2016,"Maryland",350
"August",2016,"Michigan",106
"August",2016,"Missouri",266
"August",2016,"New Jersey",3275
"August",2016,"New Mexico",388
"August",2016,"New York",1379
"August",2016,"Oregon",661
"August",2016,"Texas",1289
"August",2016,"Utah",85
"August",2016,"Vermont",44
"August",2016,"Virginia",342
"August",2016,"Washington",180
"August",2016,"Washington, D.C.",67
"August",2016,"West Virginia",125
"August",2016,"Wisconsin",717
"August",2017,"Alabama",96
"August",2017,"Arizona",50
"August",2017,"California",3754
"August",2017,"Colorado",42
"August",2017,"Connecticut",207
"August",2017,"Florida",1508
"August",2017,"Idaho",45
"August",2017,"Indiana",NA
"August",2017,"Iowa",183
"August",2017,"Kansas",60
"August",2017,"Kentucky",217
"August",2017,"Maryland",346
"August",2017,"Michigan",577
"August",2017,"Missouri",308
"August",2017,"Nebraska",NA
"August",2017,"Nevada",1236
"August",2017,"New Jersey",1688
"August",2017,"New York",1246
"August",2017,"North Dakota",173
"August",2017,"Oregon",926
"August",2017,"Texas",1333
"August",2017,"Virginia",336
"August",2017,"Washington",146
"August",2017,"Washington, D.C.",268
"August",2017,"West Virginia",184
"August",2017,"Wisconsin",2351
"August",2018,"Alabama",258
"August",2018,"California",6550
"August",2018,"Colorado",963
"August",2018,"Connecticut",NA
"August",2018,"Florida",1826
"August",2018,"Indiana",286
"August",2018,"Iowa",74
"August",2018,"Kansas",74
"August",2018,"Kentucky",118
"August",2018,"Maine",122
"August",2018,"Maryland",525
"August",2018,"Michigan",444
"August",2018,"Nebraska",NA
"August",2018,"New Jersey",238
"August",2018,"New Mexico",NA
"August",2018,"New York",2903
"August",2018,"North Carolina",984
"August",2018,"South Dakota",39
"August",2018,"Texas",1187
"August",2018,"Utah",58
"August",2018,"Virginia",356
"August",2018,"Washington, D.C.",14
"August",2018,"West Virginia",426
"August",2018,"Wisconsin",413
"August",2019,"Alabama",72
"August",2019,"Arizona",373
"August",2019,"California",3851
"August",2019,"Colorado",267
"August",2019,"Florida",565
"August",2019,"Idaho",62
"August",2019,"Indiana",705
"August",2019,"Iowa",87
"August",2019,"Kansas",169
"August",2019,"Kentucky",680
"August",2019,"Massachusetts",25
"August",2019,"Michigan",279
"August",2019,"Minnesota",NA
"August",2019,"Nebraska",NA
"August",2019,"New Jersey",1575
"August",2019,"New Mexico",115
"August",2019,"New York",1382
"August",2019,"North Carolina",833
"August",2019,"Oklahoma",117
"August",2019,"Oregon",697
"August",2019,"Texas",1096
"August",2019,"Utah",52
"August",2019,"Virginia",61
"August",2019,"Washington",1058
"August",2019,"Washington, D.C.",72
"August",2019,"West Virginia",791
"August",2019,"Wisconsin",440
"August",2020,"Alabama",627
"August",2020,"Alaska",142
"August",2020,"Arizona",84
"August",2020,"California",31382
"August",2020,"Colorado",NA
"August",2020,"Connecticut",128
"August",2020,"Florida",14947
"August",2020,"Idaho",223
"August",2020,"Illinois",1980
"August",2020,"Indiana",407
"August",2020,"Iowa",115
"August",2020,"Kansas",310
"August",2020,"Kentucky",29
"August",2020,"Louisiana",1288
"August",2020,"Maine",64
"August",2020,"Maryland",567
"August",2020,"Massachusetts",2779
"August",2020,"Michigan",932
"August",2020,"Minnesota",1436
"August",2020,"Missouri",1804
"August",2020,"Nebraska",46
"August",2020,"Nevada",3216
"August",2020,"New Jersey",2752
"August",2020,"New Mexico",427
